from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
U1712Z1,U1712Z3,1,,317_53_180701,446_53_180430
U1712Z1,U1712Z3,1,,317_53_180702,446_53_180430
U1712Z2,U1712Z3,1,,317_54_180701,446_55_180430
U1712Z2,U1712Z3,1,,317_54_180702,446_55_180430
U1712Z1,U1712Z3,1,,317_21_180701,446_61_180430
U1712Z1,U1712Z3,1,,317_21_180702,446_61_180430
U1712Z1,U1712Z3,1,,317_10_190224,446_66_180430
U1712Z1,U1712Z3,1,,317_10_180430,446_66_180430
U1712Z1,U1712Z3,1,,317_10_180505,446_66_180430
U1712Z2,U1712Z3,1,,317_11_190224,446_68_180430
U1712Z2,U1712Z3,1,,317_11_180702,446_68_180430
U1712Z2,U1712Z3,1,,317_11_180701,446_68_180430
U1702Z1,U1702Z1,1,,318_107_180501,317_57_180501
U1702Z2,U1702Z2,1,,318_122_180909,317_58_180501
U461Z301,U461Z2,1,,1309_140_181222,325_12_180430
U461Z301,U461Z2,1,,1309_182_181218,325_12_180430
U461Z301,U461Z2,1,,1309_138_181222,325_1_180430
U461Z301,U461Z2,1,,1309_186_181218,325_1_180430
U461Z301,U461Z2,1,,1309_143_181222,325_3_180430
U461Z301,U461Z2,1,,1309_183_181218,325_3_180430
U461Z301,U461Z2,1,,1309_133_181222,325_14_180430
U461Z301,U461Z2,1,,1309_187_181218,325_14_180430
U461Z301,U461Z2,1,,1309_97_181218,325_16_180430
U461Z301,U461Z2,1,,1309_81_181218,325_18_180430
U461Z301,U461Z2,1,,1309_54_181218,325_20_180430
U461Z301,U461Z2,1,,1309_22_181218,325_22_180430
U461Z301,U461Z2,1,,1309_70_181218,325_24_180430
U461Z301,U461Z2,1,,1309_101_181218,325_26_180430
U2109Z1,U2109Z2,1,,452_61_180915,332_52_181117
U2109Z1,U2109Z2,1,,452_24_181112,332_103_181112
U2109Z1,U2109Z2,1,,452_10_181112,332_59_181112
U1503Z1,U1503Z1,1,,341_439_190323,333_759_190323
U1503Z1,U1503Z1,1,,341_440_190323,333_765_190323
U1503Z1,U1503Z1,1,,341_425_190323,333_770_190323
U1503Z1,U1503Z1,1,,341_442_190324,333_778_190323
U1503Z1,U1503Z1,1,,341_406_190323,333_778_190323
U1503Z1,U1503Z1,1,,341_408_190324,333_784_190323
U1503Z1,U1503Z1,1,,341_441_190323,333_784_190323
U1503Z1,U1503Z1,1,,341_411_190323,333_790_190323
U1764Z1,U1764Z1,1,,361_85_180901,444_120_181103
U2490Z2,U2490Z2,1,,440_41_190323,390_50_190323
U2490Z1,U2490Z1,1,,360_44_181209,440_36_190323
U2490Z1,U2490Z1,1,,390_54_180915,440_38_190323
U2490Z1,U2490Z1,1,,361_85_180901,440_40_190323
U1503Z2,U1503Z1,1,,333_757_190323,341_438_190323
U1503Z1,U1503Z2,1,,333_758_190323,341_393_190323
U1503Z2,U1503Z1,1,,333_777_190323,341_439_190323
U1503Z1,U1503Z2,1,,333_791_190323,341_400_190324
U1503Z2,U1503Z1,1,,333_762_190323,341_442_190324
U1503Z1,U1503Z2,1,,333_763_190323,341_395_190323
U1503Z2,U1503Z1,1,,333_781_190323,341_440_190323
U1503Z1,U1503Z2,1,,333_782_190323,341_321_190324
U1503Z2,U1503Z1,1,,333_768_190323,341_408_190324
U1503Z1,U1503Z2,1,,333_769_190323,341_323_190323
U1503Z2,U1503Z1,1,,333_793_190324,341_425_190323
U1503Z2,U1503Z1,1,,333_787_190323,341_425_190323
U1503Z1,U1503Z2,1,,333_788_190323,341_399_190323
U1503Z2,U1503Z1,1,,333_773_190323,341_411_190323
U1503Z1,U1503Z2,1,,333_774_190323,341_329_190323
U1308Z2,U1308Z2,1,,368_66_180501,348_210_181110
U1308Z2,U1308Z2,1,,368_68_180501,348_249_180902
U1785Z3,U1785Z3,1,,369_99_180922,348_213_190316
U1785Z3,U1785Z3,1,,369_374_190406,348_213_190316
U1785Z4,U1785Z4,1,,369_117_180922,348_250_181111
U1785Z4,U1785Z4,1,,369_395_190406,348_250_181111
U1785Z3,U1785Z3,1,,369_101_180922,348_215_190316
U1785Z3,U1785Z3,1,,369_376_190406,348_215_190316
U1785Z4,U1785Z4,1,,369_113_180922,348_216_181110
U1785Z4,U1785Z4,1,,369_388_190406,348_216_181110
U1785Z3,U1785Z3,1,,369_96_180922,348_217_190316
U1785Z3,U1785Z3,1,,369_371_190406,348_217_190316
U1785Z4,U1785Z4,1,,369_86_180922,348_218_181110
U1785Z4,U1785Z4,1,,369_360_190406,348_218_181110
U1785Z3,U1785Z3,1,,369_7_190223,348_219_190316
U1785Z3,U1785Z3,1,,369_306_190406,348_219_190316
U1785Z4,U1785Z4,1,,369_110_180922,348_137_181110
U1785Z4,U1785Z4,1,,369_385_190406,348_137_181110
U1785Z3,U1785Z3,1,,369_74_190223,348_15_190312
U1785Z3,U1785Z3,1,,369_281_190401,348_15_190312
U1785Z3,U1785Z3,1,,369_281_190406,348_15_190312
U1785Z3,U1785Z3,1,,369_22_180922,348_241_190316
U1785Z3,U1785Z3,1,,369_297_190406,348_241_190316
U1785Z4,U1785Z4,1,,369_100_180922,348_142_181111
U1785Z4,U1785Z4,1,,369_375_190406,348_142_181111
U1308Z2,U1308Z2,1,,368_72_180501,348_142_181111
U1308Z2,U1308Z2,1,,368_74_180501,348_144_180501
U1308Z2,U1308Z2,1,,368_78_180501,348_146_180501
U1308Z2,U1308Z2,1,,368_82_180501,348_222_180901
U1308Z2,U1308Z2,1,,368_86_180501,348_150_180501
U1308Z2,U1308Z2,1,,368_76_180501,348_156_180501
U1308Z2,U1308Z2,1,,368_80_180501,348_158_180501
U1308Z2,U1308Z2,1,,368_84_180501,348_226_180901
U1308Z2,U1308Z2,1,,368_88_180501,348_162_180501
U1785Z4,U1785Z4,1,,369_112_180922,348_253_181111
U1785Z4,U1785Z4,1,,369_387_190406,348_253_181111
U1308Z2,U1308Z2,1,,368_70_180501,348_253_181111
U1785Z3,U1785Z3,1,,369_118_180922,348_233_190316
U1785Z3,U1785Z3,1,,369_396_190406,348_233_190316
U1785Z4,U1785Z4,1,,369_80_180922,348_234_181110
U1785Z4,U1785Z4,1,,369_358_190406,348_234_181110
U1785Z4,U1785Z4,1,,470_16_180501,348_234_181110
U1785Z3,U1785Z3,1,,369_120_180922,348_235_190316
U1785Z3,U1785Z3,1,,369_398_190406,348_235_190316
U1785Z4,U1785Z4,1,,369_102_180922,348_236_181110
U1785Z4,U1785Z4,1,,369_377_190406,348_236_181110
U1785Z4,U1785Z4,1,,470_18_180501,348_236_181110
U1785Z3,U1785Z3,1,,369_83_180922,348_237_190316
U1785Z3,U1785Z3,1,,369_390_190406,348_237_190316
U1785Z4,U1785Z4,1,,369_114_180922,348_238_181110
U1785Z4,U1785Z4,1,,369_114_190406,348_238_181110
U1785Z4,U1785Z4,1,,470_20_180501,348_238_181110
U1785Z3,U1785Z3,1,,369_21_180922,348_31_190316
U1785Z3,U1785Z3,1,,369_296_190401,348_31_190316
U1785Z4,U1785Z4,1,,369_89_180922,348_242_181110
U1785Z4,U1785Z4,1,,369_364_190406,348_242_181110
U1785Z3,U1785Z3,1,,369_107_180922,348_243_190316
U1785Z3,U1785Z3,1,,369_382_190406,348_243_190316
U1785Z4,U1785Z4,1,,369_90_180922,348_244_181110
U1785Z4,U1785Z4,1,,369_365_190406,348_244_181110
U1785Z3,U1785Z3,1,,369_109_180922,348_245_190316
U1785Z3,U1785Z3,1,,369_384_190406,348_245_190316
U1785Z4,U1785Z4,1,,369_121_180922,348_246_181110
U1785Z4,U1785Z4,1,,369_399_190406,348_246_181110
U1785Z3,U1785Z3,1,,369_47_190223,348_247_190316
U1785Z3,U1785Z3,1,,369_337_190406,348_247_190316
U1709Z1,U1709Z2,1,,321_55_180501,488_47_180501
U1709Z1,U1709Z2,1,,317_32_180501,488_48_180501
U1709Z1,U1709Z2,1,,317_32_180505,488_48_180501
U1709Z1,U1709Z2,1,,317_6_190224,488_49_180501
U1709Z1,U1709Z2,1,,317_6_180701,488_49_180501
U2516Z4,U2516Z2,1,,390_63_180901,361_86_190223
U1832Z302,U1832Z2,1,,1332_19_181209,367_18_180430
U1829Z4,U1829Z1,1,,669_35_180501,375_389_190105
U1829Z4,U1829Z1,1,,669_90_190413,375_389_190105
U1832Z301,U1832Z2,1,,1332_39_181209,367_67_180501
U1832Z301,U1832Z2,1,,1332_40_181209,367_70_180901
U1829Z4,U1829Z1,1,,669_33_180501,375_392_190105
U1829Z4,U1829Z1,1,,669_89_190413,375_392_190105
U1832Z302,U1832Z2,1,,1332_21_181209,367_71_180501
U1832Z302,U1832Z2,1,,1332_29_181209,367_73_180501
U1829Z4,U1829Z1,1,,666_34_180501,375_398_190105
U1829Z4,U1829Z1,1,,667_16_180501,375_398_190105
U1832Z301,U1832Z2,1,,1332_42_181209,367_74_180501
U1829Z4,U1829Z1,1,,669_30_180501,375_400_190105
U1829Z4,U1829Z1,1,,669_87_190413,375_400_190105
U1829Z4,U1829Z1,1,,669_32_180501,375_401_190105
U1829Z4,U1829Z1,1,,669_88_190413,375_401_190105
U1832Z301,U1832Z2,1,,1332_41_181209,367_78_180501
U1829Z4,U1829Z1,1,,666_16_180625,375_403_190105
U1832Z302,U1832Z2,1,,1332_23_181209,367_79_180501
U1829Z4,U1829Z1,1,,666_59_190303,375_346_190303
U1832Z302,U1832Z2,1,,1332_11_181209,367_81_180501
U1829Z4,U1829Z1,1,,667_14_180501,375_408_190105
U1832Z302,U1832Z2,1,,1332_17_181209,367_82_180501
U1829Z4,U1829Z1,1,,667_15_180501,375_412_190105
U1832Z301,U1832Z2,1,,1332_37_181209,367_34_180430
U1832Z302,U1832Z2,1,,1332_13_181209,367_86_180501
U1832Z301,U1832Z2,1,,1332_38_181209,367_88_180501
U1829Z4,U1829Z1,1,,669_37_180501,375_416_190303
U1829Z4,U1829Z1,1,,669_91_190413,375_416_190303
U1829Z4,U1829Z1,1,,666_55_190303,953_45_190303
U1829Z4,U1829Z1,1,,666_67_190408,953_45_190303
U1308Z1,U1308Z1,1,,348_229_181110,368_67_180501
U1308Z1,U1308Z1,1,,348_231_190316,368_69_180501
U1308Z1,U1308Z1,1,,348_241_190316,368_71_180501
U1308Z1,U1308Z1,1,,348_215_190316,368_73_180501
U1308Z1,U1308Z1,1,,348_155_180501,368_75_180501
U1308Z1,U1308Z1,1,,348_145_180501,368_77_180501
U1308Z1,U1308Z1,1,,348_157_180501,368_79_180501
U1308Z1,U1308Z1,1,,348_147_180501,368_81_180501
U1308Z1,U1308Z1,1,,348_159_180501,368_83_180501
U1308Z1,U1308Z1,1,,348_223_180901,368_85_180501
U1308Z1,U1308Z1,1,,348_227_180901,368_87_180501
U1308Z1,U1308Z1,1,,348_15_190312,368_20_180501
U1308Z1,U1308Z1,1,,348_17_181108,368_24_180501
U1308Z1,U1308Z1,1,,348_427_181209,368_102_181117
U1785Z3,U1785Z3,1,,471_50_190316,369_78_180922
U1785Z4,U1785Z4,1,,470_14_180501,369_79_180922
U1785Z4,U1785Z4,1,,348_234_181110,369_80_180922
U1785Z4,U1785Z4,1,,470_16_180501,369_80_180922
U1785Z3,U1785Z3,1,,348_237_190316,369_83_180922
U1785Z4,U1785Z4,1,,348_218_181110,369_86_180922
U1785Z3,U1785Z3,1,,348_15_190312,369_74_190223
U1308Z2,U1308Z2,1,,368_25_180501,369_10_180922
U1785Z3,U1785Z3,1,,348_231_190316,369_51_180922
U1785Z4,U1785Z4,1,,348_242_181110,369_89_180922
U1785Z4,U1785Z4,1,,348_244_181110,369_90_180922
U1785Z3,U1785Z3,1,,348_247_190316,369_47_190223
U1308Z2,U1308Z2,1,,368_21_180501,369_92_180922
U1785Z3,U1785Z3,1,,348_31_190316,369_21_180922
U1785Z4,U1785Z3,1,,470_18_180501,369_96_180922
U1785Z3,U1785Z3,1,,348_217_190316,369_96_180922
U1785Z4,U1785Z3,1,,470_20_180501,369_7_190223
U1785Z3,U1785Z3,1,,471_52_181110,369_7_190223
U1785Z3,U1785Z3,1,,348_219_190316,369_7_190223
U1785Z4,U1785Z3,1,,470_14_180501,369_99_180922
U1785Z3,U1785Z3,1,,348_213_190316,369_99_180922
U1785Z4,U1785Z4,1,,348_142_181111,369_100_180922
U1785Z4,U1785Z3,1,,470_16_180501,369_101_180922
U1785Z3,U1785Z3,1,,348_215_190316,369_101_180922
U1785Z4,U1785Z4,1,,348_236_181110,369_102_180922
U1785Z4,U1785Z4,1,,470_18_180501,369_102_180922
U1785Z3,U1785Z3,1,,471_55_181110,369_104_180922
U1785Z3,U1785Z3,1,,471_57_181110,369_107_180922
U1785Z3,U1785Z3,1,,348_243_190316,369_107_180922
U1785Z3,U1785Z3,1,,348_245_190316,369_109_180922
U1785Z4,U1785Z4,1,,348_137_181110,369_110_180922
U1785Z4,U1785Z4,1,,348_253_181111,369_112_180922
U1785Z3,U1785Z3,1,,348_241_190316,369_22_180922
U1785Z4,U1785Z4,1,,348_216_181110,369_113_180922
U1785Z4,U1785Z4,1,,348_238_181110,369_114_180922
U1785Z4,U1785Z4,1,,470_20_180501,369_114_180922
U1785Z4,U1785Z4,1,,348_250_181111,369_117_180922
U1785Z3,U1785Z3,1,,348_233_190316,369_118_180922
U1785Z3,U1785Z3,1,,348_235_190316,369_120_180922
U1785Z4,U1785Z4,1,,348_246_181110,369_121_180922
U2222Z2,U2222Z1,1,,370_105_180501,372_29_180501
U2222Z1,U2222Z1,1,,373_80_190302,370_106_180501
U2222Z2,U2222Z2,1,,370_112_180501,373_66_180901
U2349Z301,U2349Z1,1,,1322_147_181222,655_39_180928
U2349Z301,U2349Z2,1,,1302_148_181222,655_40_180928
U2349Z301,U2349Z1,1,,1322_135_181218,655_41_180928
U2349Z301,U2349Z2,1,,1322_117_181218,655_42_180928
U1829Z4,U1829Z3,1,,375_10_180430,666_33_180501
U1829Z4,U1829Z3,1,,375_41_180625,666_35_180501
U1829Z4,U1829Z3,1,,375_161_180501,667_14_180501
U2349Z301,U2349Z2,1,,1322_111_181218,655_44_180928
U2349Z301,U2349Z1,1,,1322_138_181218,655_45_180928
U2349Z301,U2349Z2,1,,1302_89_181218,655_46_180928
U1984Z4,U1984Z2,1,,421_116_190303,381_47_180501
U1984Z4,U1984Z2,1,,421_158_190406,381_47_180501
U1984Z3,U1984Z1,1,,421_124_181209,381_48_190224
U1984Z4,U1984Z1,1,,421_118_190303,381_48_190224
U1984Z4,U1984Z1,1,,421_160_190406,381_48_190224
U2008Z2,U2008Z2,1,,491_23_180501,381_49_180501
U2008Z2,U2008Z2,1,,491_152_190406,381_49_180501
U1984Z4,U1984Z2,1,,421_114_190303,381_50_181222
U1984Z4,U1984Z2,1,,421_156_190406,381_50_181222
U1984Z3,U1984Z1,1,,421_120_181209,381_51_190223
U1984Z3,U1984Z1,1,,421_161_190406,381_51_190223
U1984Z3,U1984Z1,1,,421_161_190407,381_51_190223
U1984Z3,U1984Z2,1,,421_122_181209,381_52_190224
U1984Z4,U1984Z2,1,,421_121_190303,381_52_190224
U1984Z4,U1984Z2,1,,421_162_190406,381_52_190224
U2008Z4,U2008Z2,1,,489_32_180501,387_42_181209
U2008Z4,U2008Z2,1,,489_39_181208,387_43_181209
U1984Z4,U1984Z1,1,,421_116_190303,381_57_190223
U1984Z4,U1984Z1,1,,421_158_190406,381_57_190223
U2016Z1,U2016Z2,1,,492_27_181209,381_58_190224
U2008Z4,U2008Z2,1,,489_37_181209,381_58_190224
U2008Z4,U2008Z2,1,,489_36_181208,387_48_181028
U2008Z4,U2008Z1,1,,489_37_181209,381_59_190224
U1984Z3,U1984Z1,1,,421_117_181209,381_59_190224
U1984Z3,U1984Z1,1,,421_159_190407,381_59_190224
U1984Z4,U1984Z1,1,,421_123_181209,381_59_190224
U1984Z3,U1984Z2,1,,421_124_181209,381_60_190224
U1984Z4,U1984Z2,1,,421_118_190303,381_60_190224
U1984Z4,U1984Z2,1,,421_160_190406,381_60_190224
U2008Z2,U2008Z2,1,,382_41_181221,381_35_180728
U1984Z3,U1984Z2,1,,421_115_181209,381_61_180501
U1984Z3,U1984Z2,1,,421_157_190407,381_61_180501
U2020Z1,U2020Z1,1,,492_25_181209,382_17_190331
U2020Z2,U2020Z2,1,,492_17_181209,382_44_190331
U2020Z1,U2020Z1,1,,492_26_181209,382_45_181222
U1984Z3,U1984Z1,1,,421_115_181209,381_55_181223
U1984Z3,U1984Z1,1,,421_157_190407,381_55_181223
U1984Z3,U1984Z2,1,,421_120_181209,381_56_181223
U1984Z3,U1984Z2,1,,421_161_190407,381_56_181223
U2008Z2,U2008Z1,1,,491_23_180501,387_17_180729
U2008Z2,U2008Z1,1,,491_143_190401,387_17_180729
U2008Z2,U2008Z1,1,,491_152_190406,387_17_180729
U2020Z2,U2020Z2,1,,492_27_181209,382_47_181223
U2020Z2,U2020Z2,1,,492_24_181222,382_48_181222
U1984Z3,U1984Z1,1,,421_122_181209,381_63_180728
U1984Z3,U1984Z1,1,,421_133_190304,381_63_180728
U1984Z3,U1984Z1,1,,421_168_190408,381_63_180728
U1984Z4,U1984Z1,1,,421_121_190303,381_63_180728
U1984Z4,U1984Z1,1,,421_128_190304,381_63_180728
U1984Z4,U1984Z1,1,,421_162_190406,381_63_180728
U1984Z4,U1984Z1,1,,421_162_190408,381_63_180728
U1984Z3,U1984Z2,1,,421_117_181209,381_64_190331
U1984Z3,U1984Z2,1,,421_159_190407,381_64_190331
U1984Z4,U1984Z2,1,,421_123_181209,381_64_190331
U2008Z1,U2008Z3,1,,382_28_181221,489_6_180430
U1696Z302,U1696Z1,1,,1309_104_181218,461_18_180702
U1696Z301,U1696Z1,1,,1309_42_181218,461_171_190303
U1696Z302,U1696Z1,1,,1309_86_181218,461_172_190303
U1696Z301,U1696Z2,1,,1309_178_181218,489_19_181208
U1430Z4,U1430Z2,1,,661_84_190204,398_59_181007
U1278Z3,U1278Z1,1,,662_108_190331,398_29_181021
U1278Z3,U1278Z1,1,,662_34_190401,398_29_181021
U1278Z3,U1278Z1,1,,662_34_190406,398_29_181021
U1434Z2,U1434Z2,1,,443_34_180929,398_63_180501
U1278Z2,U1278Z2,1,,662_44_180512,398_3_180501
U1278Z2,U1278Z2,1,,662_39_180512,398_65_180501
U1278Z3,U1278Z1,1,,662_118_190331,398_66_180501
U1278Z3,U1278Z1,1,,662_40_190406,398_66_180501
U1278Z3,U1278Z1,1,,662_119_190331,398_68_180501
U1278Z3,U1278Z1,1,,662_42_190406,398_68_180501
U1278Z3,U1278Z1,1,,662_120_190331,398_38_181020
U1278Z3,U1278Z1,1,,662_43_190406,398_38_181020
U1430Z4,U1430Z2,1,,661_90_190209,398_30_180610
U1278Z3,U1278Z1,1,,662_117_190331,398_20_180501
U1278Z3,U1278Z1,1,,662_31_190406,398_20_180501
U1984Z2,U1984Z4,1,,381_50_181222,421_114_190303
U1984Z1,U1984Z3,1,,381_55_181223,421_115_181209
U1984Z2,U1984Z3,1,,381_61_180501,421_115_181209
U1984Z1,U1984Z4,1,,381_57_190223,421_116_190303
U1984Z2,U1984Z4,1,,381_47_180501,421_116_190303
U1984Z1,U1984Z3,1,,381_59_190224,421_117_181209
U1984Z2,U1984Z3,1,,381_64_190331,421_117_181209
U1984Z1,U1984Z4,1,,381_48_190224,421_118_190303
U1984Z2,U1984Z4,1,,381_60_190224,421_118_190303
U2269Z301,U2269Z1,1,,1301_252_181218,422_133_181209
U1984Z1,U1984Z3,1,,381_51_190223,421_120_181209
U1984Z2,U1984Z3,1,,381_56_181223,421_120_181209
U1984Z1,U1984Z4,1,,381_63_180728,421_121_190303
U1984Z2,U1984Z4,1,,381_52_190224,421_121_190303
U2269Z301,U2269Z1,1,,1301_74_181218,422_134_181209
U2269Z301,U2269Z1,1,,1301_85_181222,422_135_181209
U1496Z301,U1496Z1,1,,1322_93_181218,432_439_190310
U1496Z301,U1496Z1,1,,1322_7_181218,432_440_190310
U1496Z301,U1496Z1,1,,1322_135_181218,432_117_190310
U1496Z301,U1496Z1,1,,1322_117_181218,432_119_190310
U1496Z301,U1496Z2,1,,1322_55_181218,432_60_190310
U1496Z301,U1496Z1,1,,1322_130_181218,432_442_190310
U1496Z301,U1496Z1,1,,1322_72_181218,432_443_190310
U1496Z301,U1496Z1,1,,1322_150_181222,432_125_190310
U1496Z301,U1496Z1,1,,1322_96_181218,432_127_190310
U1496Z301,U1496Z1,1,,1322_105_181218,432_129_190310
U1496Z301,U1496Z1,1,,1322_25_181218,432_445_190310
U1496Z301,U1496Z1,1,,1322_120_181218,432_133_190310
U1496Z301,U1496Z1,1,,1322_133_181218,432_135_190310
U1496Z301,U1496Z1,1,,1322_114_181218,432_137_190310
U1496Z301,U1496Z1,1,,1322_37_181218,432_70_190310
U1496Z301,U1496Z1,1,,1322_153_181222,432_416_190310
U1496Z301,U1496Z1,1,,1322_49_181222,432_29_190310
U1496Z301,U1496Z1,1,,1322_99_181218,432_31_190310
U1496Z301,U1496Z2,1,,1322_93_181218,432_427_190310
U1496Z301,U1496Z1,1,,1322_78_181218,432_428_190310
U1496Z301,U1496Z2,1,,1322_130_181218,432_448_190310
U1496Z301,U1496Z1,1,,1322_45_181222,432_449_190310
U1496Z301,U1496Z2,1,,1322_105_181218,432_450_190310
U1496Z301,U1496Z1,1,,1322_59_181218,432_413_190310
U1496Z301,U1496Z2,1,,1322_114_181218,432_419_190310
U1496Z301,U1496Z1,1,,1322_144_181222,432_451_190310
U1496Z301,U1496Z1,1,,1322_102_181218,432_115_190310
U1496Z301,U1496Z1,1,,1322_21_181218,432_453_190310
U1496Z301,U1496Z2,1,,1322_117_181218,432_318_190310
U1496Z301,U1496Z1,1,,1322_55_181218,432_297_190310
U1496Z301,U1496Z1,1,,1322_111_181218,432_123_190310
U1496Z301,U1496Z1,1,,1322_33_181218,432_455_190310
U1496Z301,U1496Z2,1,,1322_96_181218,432_321_190310
U1496Z301,U1496Z1,1,,1322_11_181218,432_271_190310
U1496Z301,U1496Z1,1,,1322_138_181218,432_131_190310
U1496Z301,U1496Z1,1,,1322_82_181218,432_457_190310
U1496Z301,U1496Z2,1,,1322_133_181218,432_275_190310
U1496Z301,U1496Z1,1,,1322_61_181222,432_109_190310
U1496Z301,U1496Z1,1,,1322_7_181218,434_85_190330
U1496Z301,U1496Z2,1,,1322_135_181218,434_86_190330
U2973Z302,U2973Z6,1,,1302_98_181218,673_20_190330
U1496Z301,U1496Z1,1,,1322_72_181218,434_87_190330
U1496Z301,U1496Z2,1,,1322_150_181222,434_88_190330
U1496Z301,U1496Z1,1,,1322_25_181218,434_89_190330
U1496Z301,U1496Z2,1,,1322_120_181218,434_90_190330
U2269Z301,U2269Z6,1,,1301_233_181209,435_32_180705
U2269Z301,U2269Z4,1,,1301_243_181209,435_108_190331
U2269Z301,U2269Z6,1,,1301_7_181209,435_34_180705
U2269Z301,U2269Z4,1,,1301_74_181218,435_109_190331
U2269Z301,U2269Z6,1,,1301_234_181209,435_36_180705
U2269Z301,U2269Z4,1,,1301_85_181222,435_110_190331
U2269Z301,U2269Z6,1,,1301_241_181209,435_38_180705
U2269Z301,U2269Z2,1,,1301_89_181222,660_21_190303
U2349Z301,U2349Z2,1,,1302_97_181218,443_29_180929
U2349Z301,U2349Z2,1,,1302_121_181218,443_28_180924
U2349Z301,U2349Z2,1,,1302_144_181222,443_33_180929
U2349Z301,U2349Z2,1,,1302_123_181218,443_35_180929
U2109Z1,U2109Z1,1,,332_32_181117,452_60_180915
U1384Z301,U1384Z4,1,,1217_60_190122,454_28_181006
U1384Z301,U1384Z4,1,,1217_62_190122,454_32_181006
U1384Z301,U1384Z4,1,,1217_39_190127,454_34_180721
U1384Z301,U1384Z4,1,,1217_57_190126,454_34_180721
U2109Z1,U2109Z1,1,,332_90_181103,452_64_180915
U1384Z301,U1384Z5,1,,1217_67_190126,455_27_180519
U1384Z301,U1384Z3,1,,1217_39_190127,452_44_181103
U1384Z301,U1384Z3,1,,1217_57_190122,452_44_181103
U1384Z301,U1384Z3,1,,1217_57_190126,452_44_181103
U2109Z1,U2109Z1,1,,332_5_181112,452_70_180915
U1384Z301,U1384Z3,1,,1217_65_190122,453_180_190323
U2109Z1,U2109Z1,1,,332_88_181103,452_66_180915
U2109Z1,U2109Z1,1,,332_19_181103,452_68_180915
U1384Z301,U1384Z5,1,,1217_65_190122,455_24_180519
U1384Z301,U1384Z4,1,,1217_8_190122,454_35_180501
U2109Z1,U2109Z1,1,,332_70_181112,452_72_180915
U2109Z1,U2109Z1,1,,332_124_181117,452_74_180915
U1696Z302,U1696Z1,1,,1309_47_181218,461_134_181209
U1696Z302,U1696Z1,1,,1309_92_181218,461_174_190303
U1696Z302,U1696Z1,1,,1309_69_181218,461_79_180501
U1696Z302,U1696Z1,1,,1309_84_181218,461_140_181209
U2236Z301,U2236Z3,1,,1304_130_181209,466_72_181117
U2236Z301,U2236Z3,1,,1304_132_181209,466_74_181117
U2236Z301,U2236Z3,1,,1304_136_181209,466_76_181117
U2236Z301,U2236Z3,1,,1304_115_181209,466_78_181117
U1793Z3,U1793Z5,1,,369_29_180910,467_247_181209
U1793Z3,U1793Z5,1,,369_15_180922,467_249_181209
U1793Z3,U1793Z5,1,,369_72_180917,467_251_181209
U1785Z4,U1785Z4,1,,369_77_180922,471_49_181110
U1785Z4,U1785Z4,1,,369_355_190406,471_49_181110
U1785Z3,U1785Z3,1,,369_78_180922,470_13_190316
U1785Z3,U1785Z3,1,,369_356_190406,470_13_190316
U1785Z3,U1785Z3,1,,369_99_180922,470_15_190316
U1785Z3,U1785Z3,1,,369_374_190406,470_15_190316
U1785Z4,U1785Z3,1,,369_79_180922,470_15_190316
U1785Z4,U1785Z3,1,,369_357_190406,470_15_190316
U1785Z3,U1785Z3,1,,369_96_180922,470_19_190316
U1785Z3,U1785Z3,1,,369_371_190406,470_19_190316
U1785Z4,U1785Z3,1,,369_102_180922,470_19_190316
U1785Z4,U1785Z3,1,,369_377_190406,470_19_190316
U1785Z3,U1785Z3,1,,369_7_190223,470_21_190316
U1785Z3,U1785Z3,1,,369_306_190406,470_21_190316
U1785Z4,U1785Z3,1,,369_114_180922,470_21_190316
U1785Z4,U1785Z3,1,,369_114_190406,470_21_190316
U1785Z4,U1785Z4,1,,369_93_180922,471_81_181110
U1785Z4,U1785Z4,1,,369_368_190406,471_81_181110
U1785Z4,U1785Z4,1,,369_121_180922,471_51_181110
U1785Z4,U1785Z4,1,,369_399_190406,471_51_181110
U1832Z301,U1832Z2,1,,1332_36_181209,478_141_181209
U1832Z301,U1832Z2,1,,1223_48_181210,478_143_181209
U1832Z302,U1832Z2,1,,1223_37_181209,478_143_181209
U1832Z301,U1832Z2,1,,1223_38_181209,478_145_181209
U1832Z302,U1832Z2,1,,1223_33_181209,478_145_181209
U1832Z301,U1832Z2,1,,1223_34_181209,478_147_181209
U1832Z302,U1832Z2,1,,1223_43_181209,478_147_181209
U1832Z301,U1832Z2,1,,1223_44_181209,478_149_181209
U1832Z302,U1832Z2,1,,1223_39_181209,478_149_181209
U1832Z301,U1832Z2,1,,1223_40_181209,478_151_181209
U1832Z302,U1832Z2,1,,1223_35_181209,478_151_181209
U1832Z301,U1832Z2,1,,1223_36_181209,478_153_181209
U1832Z302,U1832Z2,1,,1223_45_181209,478_153_181209
U2008Z1,U2008Z3,1,,381_40_180501,489_33_181208
U2008Z1,U2008Z3,1,,381_80_180714,489_33_181208
U1696Z301,U1696Z2,1,,1309_138_181222,489_34_181208
U2008Z1,U2008Z3,1,,387_50_190331,489_35_181208
U2008Z1,U2008Z3,1,,387_32_181210,489_35_181208
U1696Z301,U1696Z2,1,,1309_20_181218,489_36_181208
U2008Z1,U2008Z3,1,,381_63_180728,489_16_181209
